t,x,y,s,d,yaw, speed
6976,168.602,2016.18,5819.4,6.17356,280.549,49.4807
6977,168.683,2015.74,5819.84,6.1765,280.58,49.3908
6978,168.846,2014.87,5820.72,6.18175,280.662,49.3877
6979,168.928,2014.44,5821.16,6.18381,280.713,49.4094
6980,169.094,2013.57,5822.05,6.18669,280.815,49.4128
6981,169.177,2013.14,5822.49,6.18759,280.865,49.4343
6982,169.344,2012.27,5823.38,6.18812,280.981,49.438
6983,169.429,2011.84,5823.82,6.18762,281.043,49.3392
6984,169.514,2011.4,5824.26,6.18673,281.1,49.4729
6985,169.685,2010.54,5825.14,6.18354,281.216,49.4789
6986,169.771,2010.1,5825.58,6.18127,281.271,49.3781
6987,169.945,2009.23,5826.47,6.17546,281.4,49.3982
6988,170.033,2008.8,5826.91,6.17172,281.469,49.4111
6989,170.121,2008.37,5827.35,6.16749,281.533,49.4223
6990,170.21,2007.94,5827.79,6.16276,281.597,49.4335
6991,170.388,2007.07,5828.68,6.15164,281.756,49.3493
6992,170.479,2006.64,5829.12,6.14516,281.819,49.3629
6993,170.57,2006.21,5829.56,6.13828,281.882,49.4834
6994,170.753,2005.34,5830.44,6.12276,282.029,49.3999
6995,170.845,2004.91,5830.89,6.11421,282.092,49.4116
6996,170.938,2004.48,5831.33,6.10518,282.16,49.4231
6997,171.032,2004.05,5831.77,6.09556,282.231,49.4371
6998,171.126,2003.61,5832.21,6.08543,282.308,49.4494
6999,171.315,2002.75,5833.09,6.06344,282.453,49.4757
7000,171.411,2002.32,5833.53,6.05148,282.538,49.383
7001,171.507,2001.89,5833.98,6.03899,282.601,49.3823
7002,171.701,2001.03,5834.86,6.0125,282.739,49.4226
7003,171.799,2000.6,5835.3,5.99847,282.803,49.4346
7004,171.897,2000.16,5835.74,5.98393,282.861,49.4338
7005,171.996,1999.73,5836.19,5.969,282.909,49.4574
7006,172.195,1998.87,5837.07,5.93779,283.047,49.3575
7007,172.295,1998.44,5837.51,5.92141,283.088,49.3836
7008,172.395,1998.01,5837.95,5.90482,283.127,49.5
7009,172.496,1997.58,5838.39,5.88783,283.179,49.3854
7010,172.698,1996.72,5839.28,5.8527,283.274,49.4057
7011,172.8,1996.29,5839.72,5.83465,283.312,49.4268
7012,172.902,1995.86,5840.16,5.81628,283.349,49.4214
7013,173.107,1995,5841.04,5.77881,283.419,49.4477
7014,173.209,1994.57,5841.48,5.75957,283.456,49.4443
7015,173.312,1994.14,5841.93,5.74015,283.482,49.4632
7016,173.519,1993.28,5842.81,5.70061,283.54,49.3646
7017,173.623,1992.85,5843.25,5.68058,283.551,49.4655
7018,173.727,1992.42,5843.69,5.66047,283.585,49.4815
7019,173.831,1991.99,5844.13,5.63995,283.631,49.3673
7020,174.04,1991.14,5844.59,5.636,283.675,49.3806
7021,174.144,1990.71,5845.03,5.64848,283.685,49.4916
7022,174.249,1990.28,5845.47,5.66073,283.714,49.3991
7023,174.459,1989.42,5846.36,5.68463,283.757,49.4093
7024,174.564,1988.99,5846.8,5.69636,283.772,49.3993
7025,174.669,1988.56,5847.24,5.708,283.782,49.4017
7026,174.775,1988.13,5847.68,5.71959,283.794,49.4174
7027,174.986,1987.27,5848.56,5.74239,283.82,49.4098
7028,175.092,1986.85,5849.01,5.75368,283.833,49.4256
7029,175.197,1986.42,5849.45,5.76483,283.841,49.4152
7030,175.303,1985.99,5849.89,5.77599,283.845,49.4152
7031,175.515,1985.13,5850.77,5.79816,283.851,49.4176
7032,175.621,1984.7,5851.22,5.80926,283.852,49.4309
7033,175.727,1984.27,5851.66,5.82031,283.854,49.418
7034,175.939,1983.41,5852.54,5.84247,283.851,49.4309
7035,176.044,1982.98,5852.98,5.85354,283.854,49.4176
7036,176.15,1982.56,5853.42,5.86459,283.852,49.418
7037,176.256,1982.13,5853.86,5.87569,283.851,49.4309
7038,176.468,1981.27,5854.75,5.89795,283.839,49.4284
7039,176.574,1980.84,5855.19,5.9091,283.84,49.4152
7040,176.68,1980.41,5855.63,5.92027,283.838,49.4148
7041,176.785,1979.98,5856.07,5.93146,283.833,49.4284
7042,176.997,1979.12,5856.96,5.95407,283.808,49.4098
7043,177.102,1978.69,5857.4,5.96555,283.801,49.4203
7044,177.208,1978.27,5857.84,5.977,283.796,49.407
7045,177.313,1977.84,5858.28,5.98855,283.788,49.4042
7046,177.524,1976.98,5859.16,6.01176,283.769,49.4017
7047,177.629,1976.55,5859.61,6.02354,283.757,49.4121
7048,177.734,1976.12,5860.05,6.03537,283.753,49.3964
7049,177.839,1975.69,5860.49,6.04721,283.738,49.3964
7050,177.944,1975.26,5860.93,6.05926,283.725,49.4044
7051,178.154,1974.4,5861.81,6.08333,283.719,49.3912
7052,178.259,1973.97,5862.26,6.09548,283.712,49.4016
7053,178.363,1973.55,5862.7,6.10761,283.707,49.3883
7054,178.468,1973.12,5863.14,6.11986,283.694,49.3991
7055,178.677,1972.26,5864.02,6.1445,283.675,49.383
7056,178.782,1971.83,5864.46,6.15704,283.663,49.3911
7057,178.886,1971.4,5864.9,6.16955,283.664,49.3778
7058,179.095,1970.54,5865.79,6.1947,283.65,49.3882
7059,179.199,1970.11,5866.23,6.2073,283.652,49.3754
7060,179.304,1969.68,5866.67,6.21991,283.656,49.375
7061,179.408,1969.26,5867.11,6.23245,283.675,49.3911
7062,179.617,1968.4,5867.99,6.25693,283.726,49.4016
7063,179.722,1967.97,5868.44,6.26885,283.753,49.394
7064,179.827,1967.54,5868.88,6.2806,283.782,49.3989
7065,179.933,1967.11,5869.32,6.29208,283.835,49.4203
7066,180.145,1966.26,5870.2,6.3134,283.971,49.3223
7067,180.252,1965.83,5870.64,6.32324,284.042,49.3388
7068,180.359,1965.4,5871.08,6.33259,284.102,49.3524
7069,180.467,1964.97,5871.52,6.34151,284.164,49.379
7070,180.685,1964.12,5872.4,6.35756,284.327,49.2876
7071,180.794,1963.69,5872.85,6.3647,284.408,49.4154
7072,181.015,1962.83,5873.73,6.37683,284.588,49.3433
7073,181.127,1962.41,5874.17,6.38187,284.705,49.3631
7074,181.239,1961.98,5874.61,6.3858,284.836,49.283
7075,181.467,1961.13,5875.49,6.3911,285.04,49.3317
7076,181.582,1960.7,5875.93,6.39261,285.151,49.3552
7077,181.698,1960.28,5876.38,6.3932,285.282,49.2699
7078,181.932,1959.43,5877.26,6.39134,285.513,49.3291
7079,182.051,1959,5877.7,6.38919,285.632,49.3402
7080,182.17,1958.58,5878.14,6.38603,285.761,49.2725
7081,182.412,1957.73,5879.02,6.37671,286.017,49.3364
7082,182.534,1957.31,5879.46,6.37063,286.142,49.3511
7083,182.657,1956.88,5879.9,6.36353,286.272,49.2708
7084,182.906,1956.04,5880.78,6.34645,286.543,49.3473
7085,183.033,1955.62,5881.22,6.33611,286.7,49.2641
7086,183.16,1955.19,5881.66,6.32469,286.831,49.3
7087,183.417,1954.35,5882.55,6.29906,287.073,49.362
7088,183.547,1953.93,5882.99,6.28479,287.212,49.2832
7089,183.679,1953.51,5883.43,6.26942,287.349,49.307
7090,183.811,1953.09,5883.87,6.25302,287.489,49.3567
7091,184.078,1952.25,5884.75,6.21691,287.764,49.3201
7092,184.213,1951.83,5885.19,6.19733,287.882,49.341
7093,184.349,1951.41,5885.63,6.17691,288.024,49.3855
7094,184.625,1950.57,5886.51,6.13245,288.291,49.3543
7095,184.764,1950.15,5886.95,6.10885,288.418,49.373
7096,185.045,1949.31,5887.83,6.05856,288.675,49.3495
7097,185.187,1948.9,5888.27,6.03199,288.803,49.3694
7098,185.329,1948.48,5888.71,6.0044,288.934,49.2946
7099,185.618,1947.64,5889.59,5.94643,289.194,49.3635
7100,185.763,1947.23,5890.03,5.91568,289.344,49.3014
7101,185.91,1946.81,5890.47,5.88398,289.459,49.3382
7102,186.206,1945.98,5891.35,5.81807,289.679,49.4015
7103,186.355,1945.57,5891.79,5.78375,289.805,49.3128
7104,186.505,1945.15,5892.23,5.74851,289.911,49.3633
7105,186.808,1944.32,5893.11,5.67553,290.152,49.3051
7106,186.96,1943.91,5893.55,5.63761,290.262,49.3567
7107,187.114,1943.49,5893.99,5.5989,290.396,49.3747
7108,187.423,1942.67,5894.87,5.51818,290.635,49.3597
7109,187.579,1942.26,5895.31,5.47661,290.74,49.3783
7110,187.894,1941.43,5895.45,5.45066,290.964,49.3362
7111,188.053,1941.02,5895.75,5.47791,291.061,49.3844
7112,188.212,1940.61,5896.19,5.50447,291.184,49.4005
7113,188.533,1939.78,5897.07,5.55437,291.402,49.3547
7114,188.694,1939.37,5897.51,5.57835,291.478,49.3954
7115,188.857,1938.96,5897.95,5.60178,291.587,49.4205
7116,189.183,1938.14,5898.84,5.64565,291.792,49.3845
7117,189.348,1937.73,5899.28,5.66662,291.866,49.3971
7118,189.678,1936.91,5900.16,5.70661,292.063,49.3589
7119,189.845,1936.5,5900.6,5.72546,292.14,49.3751
7120,190.012,1936.1,5901.04,5.7438,292.207,49.4135
7121,190.347,1935.28,5901.93,5.77857,292.399,49.359
7122,190.516,1934.87,5902.37,5.79482,292.48,49.3764
7123,190.855,1934.05,5903.25,5.82583,292.603,49.4361
7124,191.025,1933.65,5903.69,5.84062,292.653,49.4451
7125,191.196,1933.24,5904.13,5.85515,292.713,49.4576
7126,191.538,1932.42,5905.02,5.88233,292.855,49.4091
7127,191.71,1932.02,5905.46,5.89518,292.912,49.4178
7128,192.055,1931.2,5906.34,5.91985,292.988,49.4484
7129,192.228,1930.8,5906.78,5.9318,293.043,49.4611
7130,192.401,1930.39,5907.23,5.94314,293.086,49.3699
7131,192.749,1929.58,5908.11,5.96523,293.175,49.3961
7132,193.098,1928.77,5908.99,5.98565,293.277,49.4358
7133,193.273,1928.36,5909.43,5.99536,293.307,49.4493
7134,193.448,1927.95,5909.88,6.00488,293.33,49.4581
7135,193.799,1927.14,5910.76,6.0228,293.467,49.3843
7136,193.975,1926.74,5911.2,6.03095,293.514,49.3901
7137,194.152,1926.33,5911.64,6.03881,293.553,49.4197
7138,194.506,1925.52,5912.53,6.05368,293.618,49.447
7139,194.684,1925.12,5912.97,6.06079,293.645,49.4559
7140,194.861,1924.71,5913.41,6.06768,293.663,49.4523
7141,195.217,1923.9,5914.3,6.0806,293.791,49.3875
7142,195.395,1923.5,5914.74,6.08627,293.832,49.3929
7143,195.574,1923.1,5915.18,6.0917,293.868,49.4192
7144,195.933,1922.29,5916.06,6.10181,293.922,49.442
7145,196.112,1921.88,5916.5,6.10656,293.939,49.4385
7146,196.292,1921.48,5916.95,6.11127,293.959,49.4552
7147,196.652,1920.67,5917.83,6.12001,293.992,49.4607
7148,196.832,1920.27,5918.27,6.12435,293.992,49.4739
7149,197.012,1919.86,5918.72,6.12866,294.035,49.4607
7150,197.373,1919.06,5919.6,6.13567,294.136,49.3889
7151,197.553,1918.65,5920.04,6.13874,294.162,49.4029
7152,197.734,1918.25,5920.48,6.14169,294.185,49.4237
7153,198.097,1917.44,5921.37,6.14706,294.215,49.4377
7154,198.279,1917.04,5921.81,6.14959,294.236,49.4301
7155,198.46,1916.64,5922.25,6.15193,294.25,49.4393
7156,198.642,1916.24,5922.69,6.15424,294.262,49.4559
7157,199.006,1915.43,5923.58,6.15847,294.286,49.4533
7158,199.188,1915.03,5924.02,6.16051,294.292,49.47
7159,199.552,1914.22,5924.9,6.16453,294.336,49.47
7160,199.735,1913.82,5925.35,6.16582,294.407,49.3721
7161,199.918,1913.42,5925.79,6.16676,294.447,49.3905
7162,200.284,1912.61,5926.67,6.16792,294.501,49.4138
7163,200.468,1912.21,5927.11,6.16822,294.521,49.423
7164,200.835,1911.41,5928,6.16841,294.56,49.4372
7165,201.019,1911.01,5928.44,6.16827,294.577,49.4457
7166,201.203,1910.6,5928.88,6.16803,294.589,49.4507
7167,201.571,1909.8,5929.76,6.1674,294.63,49.4681
7168,201.756,1909.4,5930.21,6.16648,294.669,49.3657
7169,202.126,1908.6,5931.09,6.16423,294.748,49.3885
7170,202.311,1908.19,5931.53,6.16257,294.778,49.4035
7171,202.496,1907.79,5931.97,6.16074,294.8,49.4121
7172,202.868,1906.99,5932.86,6.15663,294.831,49.4264
7173,203.053,1906.59,5933.3,6.15443,294.842,49.4314
7174,203.239,1906.19,5933.74,6.15215,294.854,49.4358
7175,203.611,1905.39,5934.62,6.1473,294.877,49.4451
7176,203.798,1904.99,5935.07,6.14474,294.884,49.4501
7177,203.984,1904.59,5935.51,6.14218,294.889,49.4501
7178,204.356,1903.78,5936.39,6.13689,294.895,49.4544
7179,204.543,1903.38,5936.84,6.13423,294.895,49.4552
7180,204.729,1902.98,5937.28,6.13158,294.901,49.4544
7181,205.102,1902.18,5938.16,6.12564,294.96,49.3481
7182,205.288,1901.78,5938.6,6.12254,294.953,49.4782
7183,205.475,1901.38,5939.05,6.11944,294.953,49.4782
7184,205.662,1900.98,5939.49,6.11633,294.986,49.4782
7185,206.036,1900.18,5940.37,6.10886,295.066,49.398
7186,206.224,1899.78,5940.81,6.10479,295.089,49.4081
7187,206.411,1899.38,5941.26,6.10056,295.116,49.4168
7188,206.787,1898.58,5942.14,6.09158,295.142,49.4313
7189,206.975,1898.18,5942.58,6.08697,295.154,49.4364
7190,207.163,1897.78,5943.02,6.08228,295.165,49.4408
7191,207.54,1896.98,5943.91,6.07256,295.187,49.4386
7192,207.728,1896.58,5944.35,6.06769,295.189,49.4502
7193,207.916,1896.18,5944.79,6.06273,295.195,49.4553
7194,208.105,1895.78,5945.23,6.05776,295.207,49.4553
7195,208.293,1895.38,5945.68,6.05261,295.221,49.4648
7196,208.67,1894.58,5946.56,6.04227,295.251,49.4648
7197,208.859,1894.18,5947,6.03662,295.281,49.3711
7198,209.237,1893.38,5947.89,6.02546,295.263,49.4713
7199,209.426,1892.98,5948.33,6.02003,295.293,49.4793
7200,209.615,1892.58,5948.77,6.01402,295.351,49.3901
7201,209.994,1891.78,5949.65,6.00123,295.368,49.4142
7202,210.184,1891.38,5950.1,5.99508,295.365,49.5173
7203,210.373,1890.98,5950.54,5.98866,295.393,49.3967
7204,210.563,1890.58,5950.99,5.98199,295.413,49.4186
7205,210.943,1889.79,5951.75,5.98536,295.434,49.4158
7206,211.133,1889.39,5952.19,5.98698,295.445,49.4333
7207,211.323,1888.99,5952.63,5.98847,295.457,49.4254
7208,211.703,1888.19,5953.52,5.99126,295.475,49.448
7209,211.894,1887.79,5953.96,5.99257,295.475,49.4349
7210,212.275,1886.99,5954.84,5.9951,295.498,49.4568
7211,212.465,1886.59,5955.28,5.99621,295.498,49.4452
7212,212.656,1886.19,5955.73,5.99739,295.498,49.4568
7213,213.037,1885.4,5956.61,5.99959,295.506,49.4619
7214,213.227,1885,5957.05,6.00068,295.51,49.4619
7215,213.418,1884.6,5957.5,6.00171,295.51,49.4496
7216,213.799,1883.8,5958.38,6.00381,295.51,49.4496
7217,213.99,1883.4,5958.82,6.0049,295.506,49.4619
7218,214.18,1883,5959.27,6.00598,295.51,49.4619
7219,214.562,1882.2,5960.15,6.008,295.522,49.4671
7220,214.752,1881.81,5960.59,6.00894,295.521,49.4547
7221,214.943,1881.41,5961.03,6.00994,295.518,49.4663
7222,215.324,1880.61,5961.92,6.01187,295.555,49.4547
7223,215.515,1880.21,5962.36,6.01235,295.605,49.373
7224,215.898,1879.41,5963.24,6.01244,295.669,49.4025
7225,216.089,1879.02,5963.68,6.01216,295.654,49.3991
7226,216.472,1878.22,5964.57,6.01221,295.673,49.3902
7227,216.664,1877.82,5965.01,6.01193,295.693,49.3991
7228,217.047,1877.03,5965.89,6.01112,295.699,49.4043
7229,217.239,1876.63,5966.34,6.0107,295.711,49.4218
7230,217.431,1876.23,5966.78,6.01013,295.725,49.4147
7231,217.815,1875.43,5967.66,6.00888,295.728,49.4314
7232,218.007,1875.04,5968.1,6.00823,295.734,49.4191
7233,218.199,1874.64,5968.55,6.00753,295.74,49.4366
7234,218.583,1873.84,5969.43,6.00609,295.74,49.4366
7235,218.968,1873.05,5970.31,6.0046,295.74,49.4243
7236,219.16,1872.65,5970.75,6.00391,295.74,49.4358
7237,219.544,1871.85,5971.64,6.00257,295.727,49.4306
7238,219.736,1871.45,5972.08,6.00191,295.732,49.4191
7239,219.928,1871.06,5972.52,6.00126,295.728,49.4191
7240,220.312,1870.26,5973.41,6,295.722,49.4191
7241,220.504,1869.86,5973.85,5.99949,295.717,49.4262
7242,220.887,1869.07,5974.73,5.99841,295.717,49.4262
7243,221.079,1868.67,5975.17,5.99784,295.714,49.4147
7244,221.463,1867.87,5976.06,5.99695,295.705,49.4218
7245,221.655,1867.47,5976.5,5.99647,295.699,49.4095
7246,222.038,1866.68,5977.38,5.99576,295.697,49.4043
7247,222.23,1866.28,5977.82,5.99537,295.693,49.405
7248,222.613,1865.48,5978.71,5.99517,295.609,49.4983
7249,222.804,1865.08,5979.15,5.99562,295.57,49.4958
7250,223.186,1864.29,5980.04,5.9972,295.555,49.4592
7251,223.377,1863.89,5980.48,5.99777,295.561,49.3685
7252,223.759,1863.09,5981.36,5.99951,295.506,49.4671
7253,223.949,1862.69,5981.8,6.00069,295.498,49.4568
7254,224.33,1861.89,5982.69,6.00307,295.48,49.4524
7255,224.52,1861.49,5983.13,6.00438,295.469,49.4349
7256,224.901,1860.69,5984.01,6.00727,295.458,49.4428
7257,225.091,1860.3,5984.46,6.00874,295.452,49.4261
7258,225.471,1859.5,5985.34,6.01194,295.428,49.4158
7259,225.661,1859.1,5985.78,6.01365,295.425,49.4289
7260,226.04,1858.3,5986.66,6.01711,295.416,49.4114
7261,226.23,1857.9,5987.11,6.01893,295.416,49.423
7262,226.61,1857.1,5987.99,6.02257,295.401,49.4186
7263,226.989,1856.31,5988.88,6.0263,295.405,49.407
7264,227.179,1855.91,5989.32,6.02819,295.404,49.4186
7265,227.369,1855.51,5989.76,6.03004,295.404,49.4063
7266,227.748,1854.71,5990.64,6.03383,295.405,49.4186
7267,228.127,1853.91,5991.53,6.03808,295.344,49.5122
7268,228.316,1853.51,5991.97,6.04033,295.319,49.3996
7269,228.506,1853.11,5992.41,6.04314,295.269,49.4764
7270,228.883,1852.31,5993.29,6.0494,295.257,49.4691
7271,229.261,1851.51,5994.18,6.05522,295.245,49.4793
7272,229.45,1851.11,5994.67,6.05818,295.228,49.4568
7273,229.827,1850.31,5995.56,6.05702,295.2,49.4597
7274,230.015,1849.91,5996,6.05658,295.189,49.4553
7275,230.392,1849.11,5996.89,6.05574,295.193,49.4429
7276,230.768,1848.31,5997.77,6.05503,295.183,49.4502
7277,230.957,1847.91,5998.21,6.05467,295.183,49.4509
7278,231.333,1847.11,5999.1,6.05391,295.187,49.4386
7279,231.522,1846.71,5999.54,6.05356,295.182,49.4502
7280,231.898,1845.91,6000.42,6.05285,295.183,49.4509
7281,232.086,1845.51,6000.86,6.05251,295.187,49.4502
7282,232.463,1844.71,6001.75,6.05175,295.189,49.4502
7283,232.651,1844.31,6002.19,6.0513,295.195,49.4553
7284,233.028,1843.51,6003.07,6.05042,295.198,49.4553
7285,233.217,1843.11,6003.52,6.04992,295.198,49.4429
7286,233.593,1842.31,6004.4,6.04903,295.201,49.4553
7287,233.97,1841.51,6005.29,6.04797,295.21,49.4597
7288,234.159,1841.11,6005.73,6.04737,295.243,49.448
7289,234.536,1840.31,6006.61,6.04544,295.248,49.4793
7290,234.725,1839.91,6007.05,6.04463,295.277,49.4742
7291,235.103,1839.12,6007.94,6.04211,295.283,49.4939
7292,235.292,1838.71,6008.38,6.04103,295.308,49.4888
7293,235.671,1837.92,6009.26,6.03772,295.378,49.404
7294,236.05,1837.12,6010.15,6.03379,295.404,49.4012
7295,236.24,1836.72,6010.59,6.03166,295.417,49.4237
7296,236.43,1836.32,6011.03,6.02948,295.422,49.4114
7297,236.81,1835.52,6011.91,6.02495,295.445,49.4333
7298,237,1835.12,6012.36,6.02251,295.452,49.4254
7299,237.38,1834.33,6013.24,6.01757,295.463,49.4305
7300,237.57,1833.93,6013.68,6.01508,295.46,49.4428
7301,237.951,1833.13,6014.57,6.01005,295.462,49.4305
7302,238.141,1832.73,6015.01,6.00757,295.469,49.4421
7303,238.521,1831.93,6015.89,6.00237,295.478,49.4472
7304,238.712,1831.53,6016.33,5.99968,295.487,49.4531
7305,239.093,1830.73,6017.22,5.9943,295.492,49.4524
7306,239.283,1830.34,6017.66,5.99149,295.498,49.4445
7307,239.664,1829.54,6018.55,5.98598,295.498,49.4568
7308,239.855,1829.14,6018.99,5.98316,295.499,49.4452
7309,240.236,1828.34,6019.87,5.97764,295.498,49.4568
7310,240.426,1827.94,6020.31,5.97483,295.498,49.4452
7311,240.807,1827.14,6021.2,5.96916,295.51,49.4503
7312,240.998,1826.74,6021.64,5.96632,295.506,49.4619
7313,241.379,1825.95,6022.52,5.96015,295.555,49.3511
7314,241.57,1825.55,6022.97,5.95703,295.539,49.4766
7315,241.952,1824.75,6023.85,5.95041,295.611,49.3781
7316,242.143,1824.35,6024.29,5.94664,295.638,49.3754
7317,242.525,1823.56,6025.18,5.93929,295.559,49.4914
7318,242.907,1822.76,6026.06,5.93318,295.543,49.4547
7319,243.097,1822.36,6026.5,5.92992,295.548,49.3634
7320,243.479,1821.56,6027.39,5.92348,295.555,49.3685
7321,243.67,1821.16,6027.83,5.9204,295.516,49.4592
7322,244.051,1820.37,6028.71,5.91497,295.475,49.4524
7323,244.241,1819.97,6029.15,5.91243,295.452,49.4305
7324,244.621,1819.17,6030.04,5.90794,295.404,49.4114
7325,244.81,1818.77,6030.48,5.90601,295.383,49.4135
7326,245.189,1817.97,6031.36,5.90293,295.269,49.4816
7327,245.378,1817.57,6031.81,5.90212,295.25,49.4742
7328,245.755,1816.77,6032.69,5.90064,295.193,49.4604
7329,246.131,1815.97,6033.57,5.90034,295.119,49.4313
7330,246.318,1815.57,6034.01,5.90061,295.089,49.4175
7331,246.693,1814.77,6034.9,5.90173,295.016,49.398
7332,246.88,1814.37,6035.34,5.90296,294.948,49.4883
7333,247.253,1813.57,6036.23,5.90671,294.854,49.4451
7334,247.624,1812.77,6037.11,5.91163,294.789,49.4171
7335,247.809,1812.37,6037.55,5.9144,294.733,49.4078
7336,248.179,1811.56,6038.44,5.92179,294.606,49.4692
7337,248.547,1810.76,6039.32,5.93062,294.531,49.4372
7338,248.73,1810.36,6039.76,5.93544,294.498,49.423
7339,249.096,1809.55,6040.65,5.94576,294.447,49.3996
7340,249.462,1808.75,6041.53,5.95659,294.377,49.3905
7341,249.644,1808.35,6041.97,5.96287,294.304,49.484
7342,250.008,1807.54,6042.85,5.97634,294.221,49.4386
7343,250.371,1806.73,6043.74,5.99102,294.165,49.4119
7344,250.552,1806.33,6044.18,5.99862,294.106,49.4021
7345,250.912,1805.52,6045.06,6.01573,293.981,49.4781
7346,251.271,1804.71,6045.95,6.03415,293.916,49.4503
7347,251.451,1804.31,6046.39,6.04368,293.886,49.4254
7348,251.808,1803.5,6047.27,6.06346,293.832,49.4026
7349,252.165,1802.69,6048.16,6.08442,293.713,49.4971
7350,252.343,1802.29,6048.6,6.09562,293.675,49.4778
7351,252.698,1801.48,6049.48,6.11876,293.606,49.4511
7352,252.875,1801.07,6049.93,6.13066,293.583,49.4429
7353,253.229,1800.26,6050.81,6.15498,293.544,49.4119
7354,253.582,1799.45,6051.69,6.1798,293.486,49.4156
7355,253.934,1798.64,6052.86,6.20518,293.454,49.389
7356,254.11,1798.24,6053.31,6.19768,293.418,49.3758
7357,254.461,1797.43,6054.19,6.18413,293.33,49.4669
7358,254.811,1796.61,6055.07,6.17151,293.27,49.4446
7359,254.986,1796.21,6055.52,6.16552,293.253,49.4358
7360,255.335,1795.4,6056.4,6.15382,293.229,49.427
7361,255.684,1794.58,6057.28,6.1425,293.206,49.4183
7362,255.858,1794.18,6057.73,6.13696,293.2,49.4142
7363,256.206,1793.37,6058.61,6.12648,293.107,49.5046
7364,256.553,1792.55,6059.49,6.11691,293.122,49.3827
7365,256.901,1791.74,6060.38,6.10686,293.103,49.3921
7366,257.074,1791.33,6060.82,6.10236,293.055,49.4831
7367,257.42,1790.52,6061.7,6.09352,293.054,49.3653
7368,257.594,1790.11,6062.15,6.08922,293.031,49.4738
7369,257.94,1789.3,6063.03,6.08067,293.04,49.3599
7370,258.286,1788.49,6063.91,6.07192,293.056,49.3527
7371,258.459,1788.08,6064.35,6.06764,293.028,49.4877
7372,258.805,1787.27,6065.24,6.05908,293.043,49.3612
7373,259.152,1786.45,6066.12,6.05045,293.043,49.3612
7374,259.325,1786.05,6066.56,6.04623,293.018,49.4697
7375,259.671,1785.23,6067.45,6.03785,293.032,49.3572
7376,259.844,1784.83,6067.89,6.03372,293.037,49.4657
7377,260.19,1784.01,6068.77,6.02508,293.018,49.4697
7378,260.536,1783.2,6069.66,6.01681,293.016,49.3519
7379,260.709,1782.79,6070.1,6.01281,293.023,49.4743
7380,261.055,1781.98,6070.98,6.00434,293.007,49.4657
7381,261.228,1781.57,6071.43,6.00038,292.989,49.4577
7382,261.573,1780.76,6072.31,5.99285,292.953,49.4444
7383,261.746,1780.35,6072.75,5.98928,292.94,49.4391
7384,262.09,1779.54,6073.64,5.98245,292.921,49.4436
7385,262.263,1779.13,6074.08,5.97905,292.918,49.4311
7386,262.435,1778.72,6074.52,5.97573,292.911,49.4271
7387,262.779,1777.91,6075.4,5.96913,292.913,49.4271
7388,263.124,1777.1,6076.29,5.96262,292.895,49.4218
7389,263.296,1776.69,6076.73,5.95946,292.891,49.4343
7390,263.64,1775.88,6077.61,5.9532,292.887,49.4178
7391,263.812,1775.47,6078.05,5.95008,292.882,49.4178
7392,264.156,1774.65,6078.94,5.94405,292.874,49.4125
7393,264.327,1774.25,6079.38,5.94102,292.873,49.4138
7394,264.671,1773.43,6080.26,5.935,292.876,49.4138
7395,264.843,1773.03,6080.7,5.93197,292.876,49.4138
7396,265.187,1772.21,6081.59,5.92593,292.874,49.4125
7397,265.359,1771.81,6082.03,5.9229,292.871,49.4138
7398,265.702,1770.99,6082.91,5.91708,292.86,49.4211
7399,265.874,1770.59,6083.35,5.91413,292.833,49.4098
7400,266.217,1769.77,6084.24,5.90912,292.816,49.3912
7401,266.389,1769.36,6084.68,5.90654,292.788,49.3926
7402,266.731,1768.55,6085.57,5.90248,292.744,49.48
7403,267.073,1767.73,6086.45,5.89857,292.698,49.4748
7404,267.244,1767.32,6086.89,5.89705,292.699,49.4755
7405,267.585,1766.51,6087.77,5.89367,292.702,49.4629
7406,267.756,1766.1,6088.22,5.89185,292.697,49.3569
7407,268.097,1765.29,6089.1,5.88909,292.641,49.4497
7408,268.267,1764.88,6089.54,5.88793,292.62,49.4445
7409,268.437,1764.47,6089.98,5.88698,292.596,49.4492
7410,268.777,1763.65,6090.87,5.88556,292.556,49.4195
7411,269.116,1762.84,6091.75,5.88471,292.521,49.4064
7412,269.285,1762.43,6092.19,5.88448,292.507,49.4012
7413,269.623,1761.61,6093.08,5.88477,292.404,49.489
7414,269.792,1761.2,6093.52,5.88558,292.364,49.486
7415,270.128,1760.39,6094.4,5.88753,292.351,49.3629
7416,270.296,1759.98,6094.85,5.88866,292.314,49.4565
7417,270.632,1759.16,6095.73,5.89164,292.274,49.4397
7418,270.8,1758.75,6096.17,5.89337,292.248,49.4432
7419,271.135,1757.93,6097.06,5.89728,292.208,49.4303
7420,271.301,1757.52,6097.5,5.89951,292.184,49.406
7421,271.635,1756.7,6098.38,5.90485,292.104,49.5057
7422,271.801,1756.3,6098.82,5.90775,292.082,49.3751
7423,272.134,1755.48,6099.71,5.91404,292.093,49.3713
7424,272.3,1755.07,6100.15,5.91707,292.066,49.3839
7425,272.632,1754.25,6101.03,5.92367,292.045,49.3623
7426,272.798,1753.84,6101.48,5.92724,292,49.4774
7427,273.13,1753.02,6102.36,5.93514,291.95,49.443
7428,273.295,1752.61,6102.8,5.93937,291.923,49.448
